AdvancedAvocadoAgent;Ag2O;Baseline1;Baseline2;Chad;Coac;DrainPower;DrainPowerAggressive;LANE\\_1\\_0;OneLaneIsEnough;ReinforcedGreediness
 21.64; 27.66; 23.62; 21.78; 75.99; 70.84; 77.72; 78.66; 37.32; 58.69; 56.24
 21.66; 27.65; 23.61; 21.79; 76.01; 70.85; 77.70; 78.67; 37.30; 58.70; 56.25
 21.64; 27.65; 23.63; 21.79; 76.00; 70.85; 77.69; 78.68; 37.31; 58.71; 56.24
 21.63; 27.65; 23.64; 21.80; 76.00; 70.85; 77.70; 78.69; 37.30; 58.70; 56.22
 21.61; 27.67; 23.63; 21.79; 76.00; 70.85; 77.69; 78.68; 37.32; 58.73; 56.19
 21.62; 27.67; 23.65; 21.79; 76.00; 70.84; 77.69; 78.68; 37.29; 58.74; 56.17
 21.61; 27.66; 23.66; 21.79; 76.00; 70.86; 77.68; 78.69; 37.28; 58.75; 56.16
 21.60; 27.66; 23.66; 21.79; 75.99; 70.87; 77.69; 78.69; 37.27; 58.75; 56.14
 21.59; 27.65; 23.67; 21.79; 76.00; 70.87; 77.70; 78.68; 37.27; 58.75; 56.12
 21.62; 27.65; 23.66; 21.78; 76.00; 70.86; 77.67; 78.65; 37.28; 58.78; 56.11
 21.61; 27.65; 23.67; 21.78; 75.99; 70.86; 77.68; 78.65; 37.27; 58.79; 56.10
 21.61; 27.66; 23.66; 21.78; 76.00; 70.87; 77.70; 78.64; 37.26; 58.78; 56.09
 21.60; 27.64; 23.67; 21.77; 75.98; 70.88; 77.71; 78.64; 37.26; 58.79; 56.08
 21.60; 27.64; 23.67; 21.76; 75.98; 70.87; 77.70; 78.64; 37.25; 58.81; 56.08
 21.59; 27.65; 23.69; 21.77; 75.97; 70.87; 77.71; 78.64; 37.25; 58.79; 56.08
 21.58; 27.68; 23.70; 21.77; 75.96; 70.87; 77.72; 78.66; 37.24; 58.79; 56.06
 21.59; 27.68; 23.69; 21.78; 75.94; 70.88; 77.73; 78.66; 37.24; 58.79; 56.04
 21.59; 27.68; 23.70; 21.77; 75.96; 70.88; 77.72; 78.65; 37.25; 58.77; 56.04
 21.59; 27.71; 23.73; 21.76; 75.95; 70.89; 77.74; 78.65; 37.24; 58.76; 56.04
 21.58; 27.68; 23.73; 21.79; 75.94; 70.91; 77.75; 78.65; 37.25; 58.76; 56.04
 21.58; 27.67; 23.73; 21.78; 75.95; 70.93; 77.74; 78.64; 37.25; 58.78; 56.04
 21.58; 27.69; 23.73; 21.77; 75.97; 70.92; 77.73; 78.64; 37.25; 58.80; 56.05
 21.59; 27.68; 23.73; 21.77; 75.97; 70.92; 77.73; 78.66; 37.25; 58.81; 56.03
 21.60; 27.67; 23.72; 21.77; 75.98; 70.92; 77.75; 78.66; 37.26; 58.83; 56.02
 21.60; 27.66; 23.73; 21.77; 75.96; 70.93; 77.75; 78.64; 37.28; 58.86; 56.03
 21.60; 27.67; 23.74; 21.77; 75.97; 70.91; 77.76; 78.65; 37.28; 58.85; 56.03
 21.59; 27.66; 23.75; 21.76; 75.96; 70.91; 77.77; 78.65; 37.27; 58.85; 56.04
 21.58; 27.67; 23.76; 21.76; 75.96; 70.93; 77.77; 78.64; 37.26; 58.83; 56.03
 21.58; 27.68; 23.77; 21.75; 75.95; 70.93; 77.77; 78.64; 37.24; 58.83; 56.02
 21.59; 27.68; 23.77; 21.75; 75.94; 70.92; 77.77; 78.63; 37.24; 58.82; 56.02
 21.60; 27.68; 23.78; 21.73; 75.93; 70.93; 77.79; 78.63; 37.24; 58.80; 56.01
 21.59; 27.67; 23.77; 21.74; 75.91; 70.95; 77.78; 78.63; 37.23; 58.82; 56.00
 21.60; 27.67; 23.77; 21.72; 75.91; 70.95; 77.78; 78.64; 37.21; 58.82; 56.01
 21.60; 27.67; 23.76; 21.72; 75.92; 70.95; 77.76; 78.63; 37.21; 58.79; 56.02
 21.60; 27.66; 23.76; 21.73; 75.91; 70.96; 77.78; 78.64; 37.19; 58.78; 56.02
 21.59; 27.67; 23.75; 21.74; 75.89; 70.96; 77.79; 78.65; 37.18; 58.79; 56.02
 21.57; 27.66; 23.75; 21.74; 75.88; 70.98; 77.78; 78.66; 37.19; 58.80; 56.02
 21.59; 27.67; 23.74; 21.73; 75.86; 70.99; 77.79; 78.68; 37.18; 58.79; 56.01
 21.58; 27.67; 23.74; 21.74; 75.86; 70.99; 77.80; 78.68; 37.17; 58.78; 56.00
 21.59; 27.67; 23.75; 21.74; 75.86; 71.00; 77.80; 78.68; 37.15; 58.79; 56.00
 21.61; 27.66; 23.74; 21.73; 75.86; 71.01; 77.80; 78.67; 37.15; 58.79; 56.01
 21.63; 27.66; 23.73; 21.73; 75.86; 71.00; 77.79; 78.67; 37.15; 58.77; 56.02
 21.64; 27.67; 23.74; 21.74; 75.86; 71.01; 77.79; 78.68; 37.15; 58.77; 56.01
 21.64; 27.68; 23.74; 21.75; 75.86; 71.02; 77.78; 78.69; 37.14; 58.77; 56.02
 21.64; 27.67; 23.75; 21.75; 75.86; 71.03; 77.76; 78.69; 37.14; 58.78; 56.02
 21.66; 27.66; 23.75; 21.76; 75.87; 71.02; 77.76; 78.68; 37.14; 58.79; 56.03
 21.65; 27.69; 23.75; 21.77; 75.87; 71.02; 77.77; 78.69; 37.14; 58.78; 56.02
 21.65; 27.69; 23.76; 21.79; 75.86; 71.03; 77.79; 78.70; 37.12; 58.78; 56.02
 21.66; 27.70; 23.76; 21.78; 75.84; 71.03; 77.80; 78.70; 37.12; 58.80; 56.00
 21.65; 27.71; 23.77; 21.78; 75.84; 71.03; 77.80; 78.69; 37.13; 58.81; 56.01
 21.66; 27.70; 23.76; 21.78; 75.84; 71.03; 77.78; 78.70; 37.12; 58.81; 56.01
 21.66; 27.70; 23.76; 21.78; 75.84; 71.04; 77.79; 78.70; 37.11; 58.80; 55.98
 21.66; 27.70; 23.76; 21.77; 75.83; 71.05; 77.78; 78.72; 37.10; 58.79; 55.98
 21.67; 27.70; 23.76; 21.76; 75.84; 71.05; 77.77; 78.72; 37.10; 58.77; 55.97
 21.66; 27.70; 23.75; 21.76; 75.83; 71.04; 77.78; 78.74; 37.09; 58.77; 55.97
 21.65; 27.70; 23.75; 21.76; 75.83; 71.05; 77.79; 78.75; 37.06; 58.76; 55.95
 21.64; 27.70; 23.76; 21.75; 75.81; 71.07; 77.78; 78.76; 37.06; 58.76; 55.95
 21.64; 27.69; 23.76; 21.74; 75.82; 71.04; 77.79; 78.74; 37.07; 58.74; 55.96
 21.64; 27.69; 23.78; 21.72; 75.82; 71.05; 77.80; 78.74; 37.07; 58.75; 55.95
 21.64; 27.67; 23.78; 21.73; 75.81; 71.05; 77.80; 78.75; 37.06; 58.76; 55.95
 21.63; 27.69; 23.76; 21.73; 75.82; 71.06; 77.81; 78.75; 37.07; 58.78; 55.94
 21.65; 27.69; 23.76; 21.73; 75.83; 71.04; 77.81; 78.75; 37.06; 58.77; 55.95
 21.65; 27.67; 23.75; 21.74; 75.84; 71.04; 77.81; 78.75; 37.07; 58.78; 55.95
 21.67; 27.67; 23.73; 21.73; 75.85; 71.06; 77.80; 78.75; 37.06; 58.79; 55.94
 21.67; 27.65; 23.75; 21.74; 75.83; 71.08; 77.81; 78.74; 37.07; 58.78; 55.94
 21.66; 27.66; 23.73; 21.75; 75.84; 71.07; 77.81; 78.72; 37.07; 58.79; 55.96
 21.66; 27.68; 23.73; 21.76; 75.84; 71.07; 77.81; 78.71; 37.07; 58.81; 55.95
 21.67; 27.67; 23.73; 21.76; 75.85; 71.07; 77.81; 78.72; 37.07; 58.81; 55.96
 21.66; 27.64; 23.74; 21.78; 75.86; 71.08; 77.80; 78.72; 37.07; 58.83; 55.96
 21.65; 27.66; 23.74; 21.79; 75.86; 71.07; 77.80; 78.71; 37.10; 58.81; 55.97
 21.66; 27.67; 23.75; 21.79; 75.86; 71.05; 77.79; 78.72; 37.10; 58.82; 55.97
 21.66; 27.66; 23.76; 21.80; 75.87; 71.04; 77.78; 78.70; 37.11; 58.83; 55.97
 21.65; 27.65; 23.76; 21.81; 75.86; 71.04; 77.78; 78.71; 37.12; 58.84; 55.96
 21.68; 27.67; 23.76; 21.82; 75.86; 71.01; 77.78; 78.71; 37.11; 58.82; 55.98
 21.68; 27.67; 23.76; 21.81; 75.85; 70.99; 77.77; 78.69; 37.13; 58.82; 56.00
 21.68; 27.67; 23.75; 21.80; 75.85; 70.97; 77.77; 78.68; 37.12; 58.83; 56.01
 21.68; 27.65; 23.75; 21.79; 75.84; 70.97; 77.77; 78.69; 37.11; 58.85; 56.00
 21.68; 27.65; 23.74; 21.77; 75.84; 70.97; 77.77; 78.68; 37.12; 58.84; 56.02
 21.70; 27.65; 23.73; 21.77; 75.85; 70.96; 77.75; 78.68; 37.11; 58.83; 56.03
 21.71; 27.64; 23.73; 21.76; 75.86; 70.96; 77.74; 78.67; 37.11; 58.83; 56.04
 21.70; 27.62; 23.72; 21.77; 75.85; 70.98; 77.74; 78.68; 37.12; 58.82; 56.03
 21.71; 27.62; 23.73; 21.77; 75.85; 70.96; 77.74; 78.68; 37.12; 58.79; 56.03
 21.70; 27.63; 23.73; 21.77; 75.87; 70.94; 77.72; 78.68; 37.14; 58.80; 56.02
 21.74; 27.62; 23.72; 21.77; 75.88; 70.95; 77.71; 78.67; 37.14; 58.79; 56.02
 21.74; 27.60; 23.72; 21.76; 75.88; 70.96; 77.72; 78.67; 37.15; 58.79; 56.02
 21.74; 27.60; 23.73; 21.76; 75.88; 70.97; 77.73; 78.67; 37.16; 58.77; 56.02
 21.74; 27.61; 23.73; 21.77; 75.90; 70.96; 77.73; 78.66; 37.15; 58.76; 56.04
 21.77; 27.60; 23.73; 21.77; 75.90; 70.94; 77.73; 78.65; 37.14; 58.76; 56.05
 21.77; 27.59; 23.73; 21.78; 75.89; 70.95; 77.74; 78.65; 37.14; 58.77; 56.05
 21.77; 27.60; 23.73; 21.79; 75.91; 70.95; 77.72; 78.64; 37.13; 58.75; 56.06
 21.78; 27.61; 23.71; 21.80; 75.93; 70.95; 77.73; 78.63; 37.13; 58.75; 56.07
 21.80; 27.62; 23.71; 21.81; 75.92; 70.93; 77.74; 78.63; 37.14; 58.76; 56.06
 21.80; 27.61; 23.72; 21.81; 75.91; 70.94; 77.74; 78.64; 37.14; 58.77; 56.07
 21.80; 27.64; 23.73; 21.80; 75.93; 70.92; 77.73; 78.64; 37.16; 58.75; 56.08
 21.79; 27.64; 23.74; 21.80; 75.92; 70.92; 77.73; 78.63; 37.16; 58.75; 56.07
 21.82; 27.64; 23.73; 21.81; 75.93; 70.91; 77.73; 78.63; 37.15; 58.75; 56.05
 21.81; 27.63; 23.73; 21.81; 75.92; 70.92; 77.73; 78.65; 37.15; 58.76; 56.03
 21.85; 27.64; 23.73; 21.80; 75.91; 70.91; 77.73; 78.65; 37.14; 58.75; 56.04
 21.84; 27.64; 23.73; 21.79; 75.92; 70.90; 77.72; 78.65; 37.15; 58.75; 56.04
 21.86; 27.64; 23.72; 21.79; 75.91; 70.90; 77.71; 78.65; 37.14; 58.75; 56.04
 21.86; 27.63; 23.71; 21.80; 75.89; 70.90; 77.72; 78.66; 37.15; 58.76; 56.01
 21.86; 27.64; 23.70; 21.80; 75.89; 70.90; 77.72; 78.66; 37.16; 58.73; 56.01
 21.85; 27.64; 23.69; 21.80; 75.90; 70.90; 77.71; 78.65; 37.18; 58.73; 56.00
 21.86; 27.63; 23.68; 21.79; 75.90; 70.91; 77.70; 78.64; 37.18; 58.75; 55.99
 21.85; 27.62; 23.67; 21.81; 75.90; 70.91; 77.71; 78.64; 37.17; 58.76; 55.98
 21.84; 27.64; 23.67; 21.81; 75.90; 70.91; 77.70; 78.65; 37.18; 58.75; 55.98
 21.85; 27.64; 23.67; 21.82; 75.91; 70.90; 77.68; 78.65; 37.19; 58.74; 55.98
 21.88; 27.64; 23.65; 21.81; 75.92; 70.90; 77.66; 78.63; 37.19; 58.75; 55.99
 21.87; 27.62; 23.65; 21.83; 75.92; 70.91; 77.67; 78.64; 37.19; 58.75; 55.97
 21.88; 27.65; 23.65; 21.81; 75.91; 70.89; 77.67; 78.65; 37.21; 58.73; 55.97
 21.88; 27.67; 23.64; 21.80; 75.90; 70.91; 77.68; 78.64; 37.21; 58.74; 55.98
 21.86; 27.68; 23.65; 21.81; 75.90; 70.92; 77.68; 78.63; 37.20; 58.74; 55.99
 21.87; 27.68; 23.64; 21.82; 75.91; 70.93; 77.68; 78.64; 37.19; 58.75; 55.99
 21.87; 27.68; 23.66; 21.80; 75.92; 70.95; 77.68; 78.63; 37.18; 58.74; 56.00
 21.87; 27.65; 23.66; 21.82; 75.93; 70.95; 77.69; 78.64; 37.19; 58.75; 56.00
 21.88; 27.64; 23.66; 21.82; 75.93; 70.95; 77.69; 78.65; 37.18; 58.76; 55.99
 21.88; 27.64; 23.66; 21.82; 75.94; 70.95; 77.70; 78.65; 37.18; 58.76; 55.99
 21.87; 27.64; 23.68; 21.81; 75.96; 70.96; 77.70; 78.64; 37.19; 58.76; 55.99
 21.87; 27.64; 23.69; 21.80; 75.95; 70.96; 77.70; 78.63; 37.20; 58.77; 55.97
 21.87; 27.64; 23.69; 21.80; 75.94; 70.99; 77.69; 78.63; 37.20; 58.77; 55.96
 21.85; 27.64; 23.70; 21.80; 75.93; 70.99; 77.70; 78.63; 37.18; 58.77; 55.97
 21.84; 27.63; 23.71; 21.81; 75.93; 70.99; 77.71; 78.61; 37.17; 58.78; 55.96
 21.84; 27.62; 23.71; 21.81; 75.92; 70.99; 77.71; 78.63; 37.15; 58.79; 55.94
 21.83; 27.62; 23.71; 21.80; 75.92; 71.01; 77.71; 78.62; 37.15; 58.78; 55.93
 21.83; 27.61; 23.70; 21.79; 75.93; 71.00; 77.71; 78.63; 37.14; 58.78; 55.93
 21.83; 27.61; 23.69; 21.80; 75.93; 71.01; 77.71; 78.63; 37.11; 58.79; 55.93
 21.82; 27.61; 23.69; 21.79; 75.93; 71.02; 77.71; 78.64; 37.11; 58.78; 55.93
 21.81; 27.60; 23.70; 21.78; 75.92; 71.04; 77.71; 78.63; 37.11; 58.78; 55.93
 21.80; 27.62; 23.71; 21.78; 75.92; 71.05; 77.72; 78.63; 37.09; 58.77; 55.93
 21.80; 27.63; 23.72; 21.78; 75.92; 71.07; 77.72; 78.62; 37.07; 58.76; 55.92
 21.79; 27.62; 23.73; 21.77; 75.93; 71.07; 77.74; 78.62; 37.06; 58.77; 55.91
 21.79; 27.62; 23.73; 21.76; 75.91; 71.09; 77.74; 78.63; 37.06; 58.78; 55.90
 21.78; 27.64; 23.73; 21.77; 75.91; 71.09; 77.73; 78.62; 37.06; 58.78; 55.90
 21.77; 27.63; 23.74; 21.77; 75.92; 71.10; 77.72; 78.63; 37.06; 58.78; 55.89
 21.77; 27.63; 23.76; 21.78; 75.92; 71.11; 77.72; 78.63; 37.05; 58.78; 55.88
 21.77; 27.62; 23.75; 21.80; 75.93; 71.13; 77.72; 78.62; 37.05; 58.79; 55.89
 21.77; 27.64; 23.76; 21.80; 75.93; 71.14; 77.73; 78.62; 37.03; 58.80; 55.88
 21.76; 27.64; 23.78; 21.79; 75.94; 71.16; 77.73; 78.61; 37.03; 58.80; 55.88
 21.76; 27.65; 23.77; 21.78; 75.93; 71.17; 77.74; 78.61; 37.03; 58.81; 55.87
 21.76; 27.66; 23.77; 21.78; 75.93; 71.18; 77.75; 78.61; 37.02; 58.82; 55.88
 21.75; 27.67; 23.78; 21.78; 75.94; 71.19; 77.76; 78.62; 37.01; 58.81; 55.88
 21.75; 27.66; 23.78; 21.79; 75.94; 71.18; 77.76; 78.63; 37.00; 58.81; 55.89
 21.74; 27.66; 23.78; 21.79; 75.93; 71.20; 77.77; 78.63; 37.01; 58.81; 55.86
 21.73; 27.68; 23.78; 21.78; 75.92; 71.22; 77.76; 78.63; 36.99; 58.80; 55.84
 21.71; 27.69; 23.79; 21.78; 75.95; 71.21; 77.76; 78.64; 36.98; 58.79; 55.83
 21.71; 27.67; 23.80; 21.77; 75.94; 71.23; 77.76; 78.64; 36.98; 58.78; 55.82
 21.70; 27.67; 23.79; 21.76; 75.93; 71.25; 77.76; 78.65; 36.97; 58.78; 55.81
 21.70; 27.66; 23.78; 21.76; 75.92; 71.24; 77.77; 78.67; 36.97; 58.78; 55.81
 21.70; 27.67; 23.77; 21.75; 75.92; 71.23; 77.78; 78.66; 36.95; 58.79; 55.81
 21.70; 27.67; 23.77; 21.75; 75.92; 71.24; 77.78; 78.66; 36.92; 58.79; 55.81
 21.69; 27.67; 23.77; 21.77; 75.91; 71.26; 77.79; 78.67; 36.92; 58.78; 55.80
 21.68; 27.68; 23.77; 21.77; 75.90; 71.28; 77.78; 78.67; 36.91; 58.79; 55.79
 21.67; 27.67; 23.77; 21.77; 75.91; 71.28; 77.80; 78.67; 36.90; 58.79; 55.79
 21.68; 27.67; 23.78; 21.76; 75.92; 71.30; 77.80; 78.67; 36.88; 58.78; 55.79
 21.68; 27.67; 23.76; 21.77; 75.92; 71.30; 77.82; 78.67; 36.88; 58.78; 55.79
 21.67; 27.68; 23.77; 21.77; 75.90; 71.31; 77.83; 78.67; 36.87; 58.78; 55.79
 21.66; 27.69; 23.79; 21.75; 75.89; 71.32; 77.84; 78.67; 36.87; 58.77; 55.79
 21.68; 27.67; 23.80; 21.76; 75.90; 71.34; 77.85; 78.67; 36.87; 58.75; 55.77
 21.68; 27.67; 23.81; 21.77; 75.90; 71.34; 77.85; 78.68; 36.85; 58.76; 55.78
 21.68; 27.68; 23.81; 21.76; 75.90; 71.35; 77.85; 78.69; 36.84; 58.76; 55.78
 21.68; 27.69; 23.81; 21.76; 75.90; 71.35; 77.86; 78.69; 36.83; 58.78; 55.77
 21.68; 27.69; 23.84; 21.75; 75.89; 71.35; 77.86; 78.71; 36.82; 58.78; 55.77
 21.69; 27.67; 23.86; 21.77; 75.88; 71.35; 77.85; 78.70; 36.84; 58.78; 55.75
 21.67; 27.67; 23.86; 21.77; 75.88; 71.34; 77.87; 78.71; 36.84; 58.79; 55.76
 21.68; 27.67; 23.85; 21.77; 75.88; 71.34; 77.87; 78.73; 36.85; 58.79; 55.75
 21.69; 27.65; 23.85; 21.78; 75.88; 71.33; 77.87; 78.74; 36.85; 58.80; 55.74
 21.68; 27.65; 23.85; 21.78; 75.88; 71.34; 77.87; 78.72; 36.85; 58.81; 55.73
 21.67; 27.63; 23.85; 21.77; 75.86; 71.34; 77.87; 78.73; 36.85; 58.82; 55.73
 21.67; 27.63; 23.84; 21.75; 75.84; 71.33; 77.88; 78.72; 36.88; 58.82; 55.73
 21.67; 27.62; 23.84; 21.76; 75.83; 71.34; 77.88; 78.73; 36.90; 58.80; 55.71
 21.66; 27.61; 23.84; 21.76; 75.83; 71.36; 77.89; 78.72; 36.90; 58.80; 55.70
 21.65; 27.60; 23.84; 21.76; 75.82; 71.34; 77.89; 78.72; 36.91; 58.80; 55.71
 21.65; 27.59; 23.82; 21.76; 75.81; 71.34; 77.89; 78.74; 36.92; 58.81; 55.70
 21.66; 27.57; 23.83; 21.76; 75.79; 71.34; 77.90; 78.74; 36.93; 58.79; 55.69
 21.66; 27.57; 23.85; 21.76; 75.78; 71.35; 77.90; 78.75; 36.91; 58.79; 55.69
 21.68; 27.55; 23.84; 21.77; 75.77; 71.37; 77.90; 78.75; 36.92; 58.78; 55.68
 21.69; 27.55; 23.83; 21.77; 75.76; 71.38; 77.91; 78.75; 36.92; 58.78; 55.68
 21.69; 27.55; 23.84; 21.78; 75.74; 71.38; 77.91; 78.77; 36.92; 58.78; 55.67
 21.69; 27.55; 23.84; 21.78; 75.74; 71.39; 77.91; 78.76; 36.92; 58.78; 55.66
 21.69; 27.55; 23.85; 21.76; 75.74; 71.40; 77.92; 78.77; 36.93; 58.77; 55.66
 21.69; 27.54; 23.85; 21.76; 75.73; 71.40; 77.93; 78.77; 36.95; 58.78; 55.66
 21.70; 27.53; 23.85; 21.77; 75.73; 71.41; 77.93; 78.77; 36.95; 58.78; 55.66
 21.72; 27.52; 23.85; 21.77; 75.73; 71.41; 77.93; 78.77; 36.97; 58.77; 55.65
 21.73; 27.51; 23.86; 21.75; 75.73; 71.39; 77.92; 78.79; 36.98; 58.79; 55.64
 21.74; 27.50; 23.86; 21.75; 75.73; 71.39; 77.92; 78.81; 37.00; 58.78; 55.63
 21.75; 27.48; 23.86; 21.76; 75.72; 71.40; 77.94; 78.82; 37.02; 58.78; 55.62
 21.76; 27.47; 23.86; 21.76; 75.72; 71.41; 77.94; 78.83; 37.02; 58.75; 55.63
 21.74; 27.47; 23.87; 21.76; 75.71; 71.41; 77.94; 78.84; 37.02; 58.77; 55.62
 21.75; 27.46; 23.86; 21.76; 75.69; 71.42; 77.95; 78.84; 37.03; 58.78; 55.62
 21.76; 27.44; 23.87; 21.76; 75.68; 71.42; 77.96; 78.84; 37.03; 58.79; 55.61
 21.76; 27.44; 23.86; 21.76; 75.68; 71.44; 77.95; 78.84; 37.02; 58.78; 55.62
 21.76; 27.43; 23.86; 21.75; 75.68; 71.45; 77.96; 78.83; 37.01; 58.77; 55.61
 21.76; 27.42; 23.86; 21.73; 75.67; 71.44; 77.94; 78.84; 37.04; 58.78; 55.60
 21.76; 27.41; 23.87; 21.74; 75.65; 71.44; 77.95; 78.85; 37.03; 58.77; 55.59
 21.76; 27.38; 23.87; 21.75; 75.63; 71.45; 77.96; 78.84; 37.03; 58.77; 55.60
 21.75; 27.38; 23.88; 21.74; 75.64; 71.45; 77.96; 78.85; 37.03; 58.76; 55.61
 21.76; 27.36; 23.86; 21.74; 75.63; 71.45; 77.95; 78.86; 37.04; 58.76; 55.61
 21.75; 27.34; 23.88; 21.75; 75.62; 71.46; 77.96; 78.87; 37.04; 58.76; 55.60
 21.76; 27.34; 23.89; 21.75; 75.61; 71.46; 77.97; 78.87; 37.04; 58.75; 55.59
 21.76; 27.33; 23.90; 21.74; 75.60; 71.46; 77.98; 78.87; 37.04; 58.75; 55.58
 21.77; 27.33; 23.89; 21.74; 75.59; 71.47; 77.99; 78.87; 37.06; 58.75; 55.57
 21.77; 27.32; 23.90; 21.76; 75.59; 71.48; 77.98; 78.88; 37.06; 58.75; 55.55
 21.78; 27.31; 23.89; 21.77; 75.59; 71.49; 77.99; 78.88; 37.05; 58.73; 55.57
 21.78; 27.30; 23.91; 21.77; 75.59; 71.51; 77.99; 78.87; 37.04; 58.74; 55.58
 21.79; 27.31; 23.89; 21.77; 75.58; 71.51; 78.01; 78.88; 37.06; 58.73; 55.57
 21.78; 27.29; 23.89; 21.78; 75.56; 71.52; 78.02; 78.88; 37.07; 58.73; 55.57
 21.80; 27.28; 23.89; 21.77; 75.57; 71.52; 78.00; 78.88; 37.09; 58.74; 55.58
 21.78; 27.28; 23.89; 21.79; 75.57; 71.52; 78.01; 78.88; 37.10; 58.75; 55.58
 21.78; 27.29; 23.88; 21.79; 75.57; 71.51; 78.01; 78.87; 37.12; 58.74; 55.59
 21.78; 27.29; 23.88; 21.79; 75.57; 71.51; 78.02; 78.88; 37.13; 58.73; 55.59
 21.80; 27.27; 23.88; 21.78; 75.57; 71.51; 78.01; 78.87; 37.14; 58.74; 55.60
 21.81; 27.25; 23.87; 21.79; 75.58; 71.51; 78.01; 78.86; 37.14; 58.74; 55.59
 21.80; 27.26; 23.88; 21.79; 75.58; 71.53; 78.01; 78.85; 37.14; 58.73; 55.57
 21.80; 27.28; 23.87; 21.79; 75.57; 71.54; 78.01; 78.84; 37.13; 58.75; 55.56
 21.80; 27.26; 23.86; 21.78; 75.57; 71.53; 78.02; 78.82; 37.14; 58.76; 55.55
 21.79; 27.27; 23.86; 21.79; 75.57; 71.52; 78.01; 78.82; 37.15; 58.77; 55.54
 21.78; 27.28; 23.85; 21.79; 75.56; 71.53; 78.00; 78.83; 37.14; 58.77; 55.53
 21.77; 27.28; 23.85; 21.78; 75.55; 71.54; 77.99; 78.83; 37.15; 58.77; 55.52
 21.78; 27.26; 23.84; 21.79; 75.53; 71.55; 77.98; 78.82; 37.18; 58.79; 55.52
 21.76; 27.27; 23.83; 21.80; 75.52; 71.54; 77.99; 78.81; 37.18; 58.80; 55.52
 21.76; 27.27; 23.84; 21.80; 75.52; 71.55; 77.98; 78.82; 37.18; 58.80; 55.51
 21.75; 27.28; 23.82; 21.80; 75.50; 71.56; 77.97; 78.81; 37.19; 58.81; 55.51
 21.76; 27.26; 23.82; 21.80; 75.50; 71.56; 77.98; 78.82; 37.20; 58.82; 55.50
 21.76; 27.26; 23.82; 21.80; 75.49; 71.57; 77.99; 78.82; 37.20; 58.80; 55.50
 21.76; 27.25; 23.83; 21.80; 75.49; 71.57; 78.01; 78.81; 37.19; 58.80; 55.50
 21.77; 27.26; 23.81; 21.80; 75.49; 71.58; 77.99; 78.81; 37.19; 58.80; 55.50
 21.79; 27.24; 23.80; 21.80; 75.48; 71.57; 77.99; 78.81; 37.21; 58.82; 55.51
 21.79; 27.24; 23.80; 21.82; 75.48; 71.58; 77.99; 78.81; 37.21; 58.83; 55.50
 21.78; 27.25; 23.81; 21.84; 75.48; 71.60; 77.98; 78.81; 37.21; 58.83; 55.49
 21.78; 27.24; 23.80; 21.85; 75.48; 71.60; 77.97; 78.81; 37.22; 58.84; 55.50
 21.80; 27.23; 23.79; 21.85; 75.48; 71.60; 77.98; 78.81; 37.24; 58.86; 55.49
 21.80; 27.23; 23.77; 21.85; 75.48; 71.59; 77.99; 78.82; 37.25; 58.86; 55.51
 21.80; 27.25; 23.76; 21.86; 75.48; 71.59; 78.00; 78.83; 37.24; 58.86; 55.50
 21.79; 27.26; 23.77; 21.87; 75.47; 71.60; 78.01; 78.82; 37.25; 58.87; 55.50
 21.79; 27.25; 23.76; 21.87; 75.46; 71.61; 78.00; 78.81; 37.27; 58.87; 55.49
 21.78; 27.25; 23.76; 21.86; 75.46; 71.62; 77.98; 78.81; 37.28; 58.86; 55.49
 21.77; 27.26; 23.77; 21.86; 75.46; 71.62; 77.99; 78.81; 37.27; 58.85; 55.46
 21.77; 27.27; 23.78; 21.86; 75.46; 71.62; 77.99; 78.80; 37.28; 58.86; 55.45
 21.77; 27.26; 23.76; 21.85; 75.46; 71.62; 77.98; 78.80; 37.29; 58.87; 55.44
 21.77; 27.26; 23.74; 21.85; 75.46; 71.61; 77.98; 78.79; 37.29; 58.87; 55.45
 21.76; 27.27; 23.74; 21.84; 75.45; 71.62; 77.98; 78.79; 37.28; 58.87; 55.44
 21.75; 27.27; 23.73; 21.83; 75.43; 71.64; 77.97; 78.79; 37.29; 58.87; 55.44
 21.77; 27.27; 23.72; 21.82; 75.42; 71.65; 77.97; 78.79; 37.30; 58.87; 55.44
 21.76; 27.27; 23.71; 21.84; 75.42; 71.65; 77.97; 78.78; 37.30; 58.87; 55.45
 21.76; 27.28; 23.72; 21.87; 75.41; 71.66; 77.98; 78.78; 37.29; 58.87; 55.43
 21.76; 27.27; 23.70; 21.88; 75.40; 71.67; 77.99; 78.78; 37.29; 58.87; 55.43
 21.77; 27.26; 23.70; 21.87; 75.40; 71.67; 77.99; 78.79; 37.30; 58.87; 55.43
 21.77; 27.26; 23.68; 21.88; 75.38; 71.68; 77.99; 78.79; 37.31; 58.87; 55.43
 21.77; 27.25; 23.69; 21.88; 75.38; 71.69; 77.99; 78.78; 37.30; 58.88; 55.42
 21.78; 27.25; 23.68; 21.89; 75.37; 71.71; 77.98; 78.78; 37.31; 58.88; 55.42
 21.80; 27.24; 23.68; 21.89; 75.38; 71.70; 77.97; 78.77; 37.32; 58.90; 55.42
 21.79; 27.24; 23.67; 21.90; 75.38; 71.71; 77.97; 78.78; 37.32; 58.91; 55.42
